time,io,ctlmode,ctlbrake,ctlthrottle,ctlgear_location,vehicle_speed,engine_rpm,driving_mode,throttle_percentage,brake_percentage,gear_location, imu
1551909868.2671,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.2400016785,1,0.0041566815138
1551909868.2766,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.2400016785,1,0.0145276189298
1551909868.2870,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.2400016785,1,0.0236917039362
1551909868.2966,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.2400016785,1,0.0172444384568
1551909868.3069,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.2400016785,1,-0.00166652182591
1551909868.3164,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.2400016785,1,0.0050360609036
1551909868.3267,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.2400016785,1,-0.0071829918775
1551909868.3370,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.2400016785,1,-0.0145412013464
1551909868.3467,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.2400016785,1,-0.00782930171208
1551909868.3571,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.2400016785,1,-0.0176000003408
1551909868.3668,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.2400016785,1,0.0144648927808
1551909868.3763,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.2400016785,1,-0.00661479269279
1551909868.3867,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.2400016785,1,-0.016693651665
1551909868.3962,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.2400016785,1,0.00587789016451
1551909868.4065,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.2400016785,1,0.00713090462856
1551909868.4169,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.2400016785,1,0.0239194767379
1551909868.4262,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.2400016785,1,0.00957523264266
1551909868.4366,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.2400016785,1,0.00957523264266
1551909868.4471,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.2400016785,1,0.00714231414529
1551909868.4566,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.2400016785,1,-0.0322192833006
1551909868.4670,0,1,0,0,1,0.0,nan,0,0.0,57.2400016785,1,0.00105778388278
1551909868.4680,1,1,0,40.0,1,0.0,nan,0,0.0,57.2400016785,1,0.00105778388278
1551909868.4765,0,1,0,40.0,1,0.0,nan,0,0.0,57.2400016785,1,0.000431573457483
1551909868.4778,1,1,0,40.0,1,0.0,nan,0,0.0,57.2400016785,1,0.000431573457483
1551909868.4869,0,1,0,40.0,1,0.0,nan,0,0.0,57.2400016785,1,-0.0102482880549
1551909868.4879,1,1,0,40.0,1,0.0,nan,0,0.0,57.2400016785,1,-0.0102482880549
1551909868.4965,0,1,0,40.0,1,0.0,nan,0,0.0,57.2400016785,1,-0.00293159123737
