time,io,ctlmode,ctlbrake,ctlthrottle,ctlgear_location,vehicle_speed,engine_rpm,driving_mode,throttle_percentage,brake_percentage,gear_location, imu
1551909162.8576,0,1,0.0,0.0,0,0.0,nan,1,0.0,0.40000000596,1,-0.0101007749731
1551909162.8679,0,1,0.0,0.0,0,0.0,nan,1,0.0,0.40000000596,1,-3.60546820418e-06
1551909162.8773,0,1,0.0,0.0,0,0.0,nan,0,0.0,0.40000000596,1,0.0171372885402
1551909162.8878,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.172000885,1,0.0156057005264
1551909162.8971,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.172000885,1,0.00619430588142
1551909162.9075,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.172000885,1,0.0117014600485
1551909162.9179,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.172000885,1,0.0110926812822
1551909162.9272,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.1769981384,1,-0.0170408054988
1551909162.9375,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.1769981384,1,-0.0766991552394
1551909162.9479,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.1769981384,1,-0.0766991552394
1551909162.9572,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.1819992065,1,-0.0711573427449
1551909162.9675,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.1819992065,1,-0.0728331208847
1551909162.9778,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.1819992065,1,-0.0728331208847
1551909162.9870,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.1819992065,1,-0.100215880754
1551909162.9975,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.1879997253,1,-0.10198670295
1551909163.0078,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.1879997253,1,-0.030346241852
1551909163.0181,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.1879997253,1,-0.0587679655325
1551909163.0277,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.1910018921,1,-0.0698112120385
1551909163.0381,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.1910018921,1,-0.0493060281359
