x,y,z,theta,dist_l,conf_l,dist_r,conf_r
3352234.22988, 5074562.3994, 184.89817767, 2.72310059626, 2.5, -1, 2.5, -1
3352234.20794, 5074562.40233, 184.897811747, 2.71991703972, 2.5, -1, 2.5, -1
3352234.18599, 5074562.40534, 184.897498721, 2.71670273469, 2.5, -1, 2.5, -1
3352234.16406, 5074562.40838, 184.897071709, 2.71352641039, 2.5, -1, 2.5, -1
3352234.1421, 5074562.41146, 184.896780387, 2.71038823603, 2.5, -1, 2.5, -1
3352234.1201, 5074562.41457, 184.896396189, 2.70727064737, 2.5, -1, 2.5, -1
3352234.09807, 5074562.41776, 184.896135181, 2.7041480731, 2.5, -1, 2.5, -1
3352234.0761, 5074562.42101, 184.8956286, 2.70103560277, 2.5, -1, 2.5, -1
3352234.05401, 5074562.42432, 184.895194416, 2.69792300286, 2.5, -1, 2.5, -1
3352234.03177, 5074562.42769, 184.89486633, 2.69484833101, 2.5, -1, 2.5, -1
3352234.00951, 5074562.43112, 184.894420576, 2.69169201457, 2.5, -1, 2.5, -1
3352233.98717, 5074562.43461, 184.894028292, 2.68851134575, 2.5, -1, 2.5, -1
3352233.96475, 5074562.43816, 184.893623448, 2.68530310097, 2.5, -1, 2.5, -1
3352233.94227, 5074562.44176, 184.893260266, 2.68206860583, 2.5, -1, 2.5, -1
3352233.91974, 5074562.44539, 184.892887716, 2.67882803745, 2.5, -1, 2.5, -1
3352233.89719, 5074562.44906, 184.892553849, 2.67554110362, 2.5, -1, 2.5, -1
3352233.85199, 5074562.45645, 184.891941943, 2.66890131587, 2.5, -1, 2.5, -1
3352233.85199, 5074562.45645, 184.891941943, 2.66890131587, 2.5, -1, 2.5, -1
3352233.80669, 5074562.46392, 184.891445489, 2.6621961287, 2.5, -1, 2.5, -1
3352233.80669, 5074562.46392, 184.891445489, 2.6621961287, 2.5, -1, 2.5, -1
3352233.78403, 5074562.46769, 184.891151872, 2.65879077807, 2.5, -1, 2.5, -1
3352233.76125, 5074562.47152, 184.891034218, 2.65536494533, 2.5, -1, 2.5, -1
3352233.73848, 5074562.47539, 184.890808527, 2.65190025833, 2.5, -1, 2.5, -1
3352233.7157, 5074562.47934, 184.890502186, 2.64839175209, 2.5, -1, 2.5, -1
3352233.66984, 5074562.48751, 184.890107317, 2.64129042405, 2.5, -1, 2.5, -1
3352233.66984, 5074562.48751, 184.890107317, 2.64129042405, 2.5, -1, 2.5, -1
3352233.64684, 5074562.49174, 184.889831108, 2.63769386004, 2.5, -1, 2.5, -1
3352233.6238, 5074562.49608, 184.889573111, 2.63407029915, 2.5, -1, 2.5, -1
3352233.6007, 5074562.50052, 184.889310366, 2.63042752172, 2.5, -1, 2.5, -1
3352233.57757, 5074562.50508, 184.889038515, 2.62678010198, 2.5, -1, 2.5, -1
3352233.55445, 5074562.50974, 184.888673633, 2.6231322936, 2.5, -1, 2.5, -1
3352233.53123, 5074562.51452, 184.888489367, 2.61948530264, 2.5, -1, 2.5, -1
3352233.50803, 5074562.51941, 184.888220744, 2.61583990679, 2.5, -1, 2.5, -1
3352233.48483, 5074562.52441, 184.887944906, 2.61220225547, 2.5, -1, 2.5, -1
3352233.4616, 5074562.52952, 184.887690681, 2.60857850495, 2.5, -1, 2.5, -1
3352233.43836, 5074562.53477, 184.887428031, 2.60495913985, 2.5, -1, 2.5, -1
3352233.41508, 5074562.54014, 184.88720533, 2.60134278469, 2.5, -1, 2.5, -1
3352233.39178, 5074562.54564, 184.886960965, 2.5977119405, 2.5, -1, 2.5, -1
3352233.34505, 5074562.55703, 184.886493598, 2.59047322383, 2.5, -1, 2.5, -1
3352233.34505, 5074562.55703, 184.886493598, 2.59047322383, 2.5, -1, 2.5, -1
3352233.32161, 5074562.56289, 184.886254463, 2.58680579685, 2.5, -1, 2.5, -1
3352233.29812, 5074562.56888, 184.885999855, 2.58311078458, 2.5, -1, 2.5, -1
3352233.27459, 5074562.57497, 184.885761059, 2.57939385147, 2.5, -1, 2.5, -1
3352233.25099, 5074562.58114, 184.885520901, 2.57565987607, 2.5, -1, 2.5, -1
3352233.22737, 5074562.58741, 184.885260568, 2.57189211438, 2.5, -1, 2.5, -1
3352233.20372, 5074562.59377, 184.885035668, 2.56808921479, 2.5, -1, 2.5, -1
3352233.18008, 5074562.60021, 184.884671115, 2.5642439299, 2.5, -1, 2.5, -1
3352233.15638, 5074562.60676, 184.884410241, 2.56039522781, 2.5, -1, 2.5, -1
3352233.13263, 5074562.61341, 184.884253801, 2.55652828081, 2.5, -1, 2.5, -1
3352233.1089, 5074562.62017, 184.88401073, 2.55262269488, 2.5, -1, 2.5, -1
3352233.08517, 5074562.62704, 184.883774656, 2.54868722833, 2.5, -1, 2.5, -1
3352233.08517, 5074562.62704, 184.883774656, 2.54868722833, 2.5, -1, 2.5, -1
3352233.03769, 5074562.6412, 184.88319949, 2.54080207362, 2.5, -1, 2.5, -1
3352233.03769, 5074562.6412, 184.88319949, 2.54080207362, 2.5, -1, 2.5, -1
3352232.99001, 5074562.65598, 184.882737905, 2.53284606237, 2.5, -1, 2.5, -1
3352232.96617, 5074562.66359, 184.882359768, 2.52886810614, 2.5, -1, 2.5, -1
3352232.91822, 5074562.67931, 184.881795297, 2.5209086966, 2.5, -1, 2.5, -1
3352232.91822, 5074562.67931, 184.881795297, 2.5209086966, 2.5, -1, 2.5, -1
3352232.89424, 5074562.6874, 184.881344756, 2.51692885844, 2.5, -1, 2.5, -1
3352232.84606, 5074562.70402, 184.880561223, 2.50899754413, 2.5, -1, 2.5, -1
3352232.84606, 5074562.70402, 184.880561223, 2.50899754413, 2.5, -1, 2.5, -1
3352232.82188, 5074562.71255, 184.880257368, 2.50504395154, 2.5, -1, 2.5, -1
3352232.79773, 5074562.72119, 184.879752814, 2.50108479422, 2.5, -1, 2.5, -1
3352232.77346, 5074562.72996, 184.879445285, 2.49712879371, 2.5, -1, 2.5, -1
3352232.7492, 5074562.73885, 184.879062474, 2.49318517937, 2.5, -1, 2.5, -1
3352232.72491, 5074562.74784, 184.878676825, 2.48923353799, 2.5, -1, 2.5, -1
3352232.70058, 5074562.75696, 184.878306498, 2.4852674631, 2.5, -1, 2.5, -1
3352232.67621, 5074562.7662, 184.877943194, 2.48128774583, 2.5, -1, 2.5, -1
3352232.65179, 5074562.77557, 184.877572891, 2.47729887119, 2.5, -1, 2.5, -1
3352232.62731, 5074562.78505, 184.877193527, 2.47328578851, 2.5, -1, 2.5, -1
3352232.62731, 5074562.78505, 184.877193527, 2.47328578851, 2.5, -1, 2.5, -1
3352232.57811, 5074562.80439, 184.876254722, 2.46513242168, 2.5, -1, 2.5, -1
3352232.55335, 5074562.81425, 184.875613541, 2.46094805866, 2.5, -1, 2.5, -1
3352232.5285, 5074562.82425, 184.874852221, 2.45671381465, 2.5, -1, 2.5, -1
3352232.50357, 5074562.83438, 184.87407083, 2.45244509608, 2.5, -1, 2.5, -1
3352232.47862, 5074562.84464, 184.87321092, 2.44820257362, 2.5, -1, 2.5, -1
3352232.45366, 5074562.85506, 184.872319181, 2.44399166143, 2.5, -1, 2.5, -1
3352232.42869, 5074562.86556, 184.871351467, 2.43976674099, 2.5, -1, 2.5, -1
3352232.40358, 5074562.87618, 184.870567906, 2.43553810254, 2.5, -1, 2.5, -1
3352232.37855, 5074562.88687, 184.86965706, 2.43131536275, 2.5, -1, 2.5, -1
3352232.35342, 5074562.89767, 184.86884245, 2.42708691011, 2.5, -1, 2.5, -1
3352232.3282, 5074562.90861, 184.868091582, 2.42283296574, 2.5, -1, 2.5, -1
3352232.30295, 5074562.91964, 184.867201096, 2.41855814024, 2.5, -1, 2.5, -1
3352232.2776, 5074562.93084, 184.866191532, 2.4142301699, 2.5, -1, 2.5, -1
3352232.25211, 5074562.94224, 184.865001746, 2.40981758641, 2.5, -1, 2.5, -1
3352232.22659, 5074562.95378, 184.863548927, 2.40536216034, 2.5, -1, 2.5, -1
3352232.201, 5074562.96555, 184.862086839, 2.40089534713, 2.5, -1, 2.5, -1
3352232.17541, 5074562.97752, 184.860595981, 2.39647544318, 2.5, -1, 2.5, -1
3352232.14973, 5074562.98965, 184.859324692, 2.39206219695, 2.5, -1, 2.5, -1
3352232.12406, 5074563.00188, 184.858045813, 2.38762661151, 2.5, -1, 2.5, -1
3352232.09839, 5074563.01421, 184.856902877, 2.38325265128, 2.5, -1, 2.5, -1
3352232.07274, 5074563.02662, 184.855893566, 2.3789133109, 2.5, -1, 2.5, -1
3352232.04708, 5074563.03911, 184.855041842, 2.37455424729, 2.5, -1, 2.5, -1
3352232.02147, 5074563.05166, 184.854358084, 2.37022270512, 2.5, -1, 2.5, -1
3352231.9959, 5074563.0643, 184.853877726, 2.36588196646, 2.5, -1, 2.5, -1
3352231.97035, 5074563.07701, 184.853621514, 2.36153438842, 2.5, -1, 2.5, -1
3352231.94482, 5074563.08981, 184.853617975, 2.35720420597, 2.5, -1, 2.5, -1
3352231.91937, 5074563.10268, 184.85382297, 2.35286870229, 2.5, -1, 2.5, -1
3352231.89396, 5074563.11565, 184.854272025, 2.34853915418, 2.5, -1, 2.5, -1
3352231.8686, 5074563.12873, 184.854884873, 2.34417323714, 2.5, -1, 2.5, -1
3352231.84326, 5074563.14194, 184.855728813, 2.33978478394, 2.5, -1, 2.5, -1
3352231.81797, 5074563.15529, 184.856765528, 2.33538614352, 2.5, -1, 2.5, -1
3352231.79273, 5074563.16881, 184.857891348, 2.33099217201, 2.5, -1, 2.5, -1
3352231.76753, 5074563.18252, 184.859133984, 2.32657942065, 2.5, -1, 2.5, -1
3352231.74239, 5074563.19642, 184.860414589, 2.3221605742, 2.5, -1, 2.5, -1
3352231.71727, 5074563.21052, 184.861720824, 2.31773489198, 2.5, -1, 2.5, -1
3352231.69224, 5074563.22482, 184.862984236, 2.31324005478, 2.5, -1, 2.5, -1
3352231.66754, 5074563.23906, 184.863806244, 2.30883095805, 2.5, -1, 2.5, -1
3352231.64288, 5074563.25351, 184.86454996, 2.3044355538, 2.5, -1, 2.5, -1
3352231.61822, 5074563.26817, 184.865245778, 2.30016646216, 2.5, -1, 2.5, -1
3352231.59358, 5074563.28302, 184.865829396, 2.2958144963, 2.5, -1, 2.5, -1
3352231.56894, 5074563.29806, 184.866332518, 2.29146694716, 2.5, -1, 2.5, -1
3352231.54429, 5074563.31328, 184.866669667, 2.28713599217, 2.5, -1, 2.5, -1
3352231.51975, 5074563.32853, 184.866677266, 2.28282254133, 2.5, -1, 2.5, -1
3352231.49493, 5074563.34421, 184.866994867, 2.27850372329, 2.5, -1, 2.5, -1
3352231.44551, 5074563.37576, 184.866739354, 2.2698634397, 2.5, -1, 2.5, -1
3352231.42077, 5074563.39177, 184.866379119, 2.26553078216, 2.5, -1, 2.5, -1
3352231.42077, 5074563.39177, 184.866379119, 2.26553078216, 2.5, -1, 2.5, -1
3352231.39615, 5074563.40779, 184.865721114, 2.26119587081, 2.5, -1, 2.5, -1
3352231.37126, 5074563.42424, 184.865366939, 2.25685231205, 2.5, -1, 2.5, -1
3352231.34651, 5074563.44071, 184.864706937, 2.25251274492, 2.5, -1, 2.5, -1
3352231.32181, 5074563.45735, 184.864017224, 2.24812858079, 2.5, -1, 2.5, -1
3352231.29715, 5074563.47415, 184.863251151, 2.24370125593, 2.5, -1, 2.5, -1
3352231.27252, 5074563.49113, 184.862488491, 2.23925283985, 2.5, -1, 2.5, -1
3352231.24796, 5074563.50831, 184.861677489, 2.23477900641, 2.5, -1, 2.5, -1
3352231.22358, 5074563.52553, 184.860679583, 2.23030191673, 2.5, -1, 2.5, -1
3352231.19899, 5074563.54318, 184.860116306, 2.22579853412, 2.5, -1, 2.5, -1
3352231.17457, 5074563.56084, 184.859393715, 2.22127382613, 2.5, -1, 2.5, -1
3352231.15017, 5074563.57864, 184.858660034, 2.21673695817, 2.5, -1, 2.5, -1
3352231.12593, 5074563.59647, 184.857752354, 2.21217658441, 2.5, -1, 2.5, -1
3352231.10142, 5074563.61467, 184.857328082, 2.20763263343, 2.5, -1, 2.5, -1
3352231.07715, 5074563.63273, 184.856481492, 2.2030784742, 2.5, -1, 2.5, -1
3352231.05273, 5074563.65102, 184.855877955, 2.19852381535, 2.5, -1, 2.5, -1
3352231.02813, 5074563.66954, 184.855521434, 2.19396859692, 2.5, -1, 2.5, -1
3352231.00363, 5074563.68805, 184.854864932, 2.18941932173, 2.5, -1, 2.5, -1
3352230.97908, 5074563.70667, 184.854216069, 2.18491516348, 2.5, -1, 2.5, -1
3352230.95462, 5074563.72531, 184.853214159, 2.18043034148, 2.5, -1, 2.5, -1
3352230.92987, 5074563.74433, 184.852599796, 2.17594876852, 2.5, -1, 2.5, -1
3352230.90521, 5074563.7634, 184.851615815, 2.17151715394, 2.5, -1, 2.5, -1
3352230.88057, 5074563.7827, 184.850416697, 2.16711617598, 2.5, -1, 2.5, -1
3352230.85615, 5074563.80206, 184.848927867, 2.16276161276, 2.5, -1, 2.5, -1
3352230.83154, 5074563.82193, 184.847955467, 2.15841231313, 2.5, -1, 2.5, -1
3352230.80718, 5074563.84192, 184.846705416, 2.154028584, 2.5, -1, 2.5, -1
3352230.78308, 5074563.86197, 184.84546895, 2.14957745962, 2.5, -1, 2.5, -1
3352230.75888, 5074563.88248, 184.844753646, 2.14508710502, 2.5, -1, 2.5, -1
3352230.75888, 5074563.88248, 184.844753646, 2.14508710502, 2.5, -1, 2.5, -1
3352230.71106, 5074563.92381, 184.843285667, 2.13606185162, 2.5, -1, 2.5, -1
3352230.68726, 5074563.94469, 184.842729214, 2.13149632237, 2.5, -1, 2.5, -1
3352230.66348, 5074563.96571, 184.842398064, 2.12694805417, 2.5, -1, 2.5, -1
3352230.6397, 5074563.98683, 184.842102703, 2.12232596175, 2.5, -1, 2.5, -1
3352230.61605, 5074564.00787, 184.841783546, 2.11770708361, 2.5, -1, 2.5, -1
3352230.56829, 5074564.05055, 184.842146264, 2.10848363357, 2.5, -1, 2.5, -1
3352230.56829, 5074564.05055, 184.842146264, 2.10848363357, 2.5, -1, 2.5, -1
3352230.54443, 5074564.0719, 184.842394177, 2.10390324311, 2.5, -1, 2.5, -1
3352230.52069, 5074564.09319, 184.842519919, 2.09931332406, 2.5, -1, 2.5, -1
3352230.49679, 5074564.11468, 184.842955478, 2.09472568214, 2.5, -1, 2.5, -1
3352230.47275, 5074564.13639, 184.843692983, 2.09016175808, 2.5, -1, 2.5, -1
3352230.44899, 5074564.15795, 184.844034947, 2.08563859116, 2.5, -1, 2.5, -1
3352230.42496, 5074564.17988, 184.844901501, 2.08111701038, 2.5, -1, 2.5, -1
3352230.40111, 5074564.20182, 184.84559366, 2.07660744283, 2.5, -1, 2.5, -1
3352230.37729, 5074564.2239, 184.846317904, 2.07210873736, 2.5, -1, 2.5, -1
3352230.3535, 5074564.24614, 184.847066688, 2.06764115716, 2.5, -1, 2.5, -1
3352230.32973, 5074564.26855, 184.847778882, 2.06320081725, 2.5, -1, 2.5, -1
3352230.30613, 5074564.291, 184.848247592, 2.05877392209, 2.5, -1, 2.5, -1
3352230.28243, 5074564.31375, 184.848912411, 2.05435959229, 2.5, -1, 2.5, -1
3352230.25863, 5074564.33679, 184.849744402, 2.0499454456, 2.5, -1, 2.5, -1
3352230.23498, 5074564.35988, 184.850281072, 2.04554332338, 2.5, -1, 2.5, -1
3352230.21135, 5074564.38312, 184.850721427, 2.04115120564, 2.5, -1, 2.5, -1
3352230.18775, 5074564.40652, 184.851078378, 2.03677117322, 2.5, -1, 2.5, -1
3352230.16431, 5074564.42995, 184.851125345, 2.03238242176, 2.5, -1, 2.5, -1
3352230.14062, 5074564.45379, 184.85154203, 2.02798349708, 2.5, -1, 2.5, -1
3352230.11708, 5074564.47765, 184.851657689, 2.02357463565, 2.5, -1, 2.5, -1
3352230.0937, 5074564.50154, 184.851463018, 2.01915162637, 2.5, -1, 2.5, -1
3352230.07009, 5074564.52583, 184.851656465, 2.01472134149, 2.5, -1, 2.5, -1
3352230.04666, 5074564.55013, 184.851567241, 2.01026507349, 2.5, -1, 2.5, -1
3352230.02325, 5074564.57458, 184.85142248, 2.00580212541, 2.5, -1, 2.5, -1
3352230.00002, 5074564.59906, 184.851033567, 2.00132602084, 2.5, -1, 2.5, -1
3352229.97655, 5074564.62395, 184.851062707, 1.99685301732, 2.5, -1, 2.5, -1
3352229.9534, 5074564.64875, 184.85059378, 1.99237562528, 2.5, -1, 2.5, -1
3352229.93005, 5074564.67395, 184.85053875, 1.98789557005, 2.5, -1, 2.5, -1
3352229.90701, 5074564.69906, 184.850019515, 1.98343039227, 2.5, -1, 2.5, -1
3352229.88377, 5074564.72459, 184.849916256, 1.97895515228, 2.5, -1, 2.5, -1
3352229.86085, 5074564.75002, 184.849358593, 1.97448448972, 2.5, -1, 2.5, -1
3352229.83787, 5074564.77575, 184.849018523, 1.97002014327, 2.5, -1, 2.5, -1
3352229.81496, 5074564.80164, 184.848682404, 1.96556468017, 2.5, -1, 2.5, -1
3352229.792, 5074564.82782, 184.848565183, 1.96112548002, 2.5, -1, 2.5, -1
3352229.76924, 5074564.85403, 184.848246193, 1.95671263032, 2.5, -1, 2.5, -1
3352229.72386, 5074564.90703, 184.847824289, 1.94793203397, 2.5, -1, 2.5, -1
3352229.72386, 5074564.90703, 184.847824289, 1.94793203397, 2.5, -1, 2.5, -1
3352229.70115, 5074564.93389, 184.847863239, 1.94357512509, 2.5, -1, 2.5, -1
3352229.67847, 5074564.96093, 184.847971747, 1.93924182377, 2.5, -1, 2.5, -1
3352229.65582, 5074564.98818, 184.848137243, 1.93492347339, 2.5, -1, 2.5, -1
3352229.63327, 5074565.01555, 184.848300503, 1.93063506132, 2.5, -1, 2.5, -1
3352229.61077, 5074565.04308, 184.848455072, 1.92636392906, 2.5, -1, 2.5, -1
3352229.58833, 5074565.07077, 184.848621701, 1.92210730361, 2.5, -1, 2.5, -1
3352229.56599, 5074565.0986, 184.848739997, 1.9178946281, 2.5, -1, 2.5, -1
3352229.54364, 5074565.12663, 184.848955225, 1.91369259497, 2.5, -1, 2.5, -1
3352229.52141, 5074565.15476, 184.849092904, 1.90952829909, 2.5, -1, 2.5, -1
3352229.49917, 5074565.18309, 184.849317923, 1.90537608372, 2.5, -1, 2.5, -1
3352229.47702, 5074565.21153, 184.849499464, 1.90125924935, 2.5, -1, 2.5, -1
3352229.45493, 5074565.24013, 184.849657028, 1.89715322823, 2.5, -1, 2.5, -1
3352229.43289, 5074565.26888, 184.849840431, 1.89307821899, 2.5, -1, 2.5, -1
3352229.41092, 5074565.29779, 184.849994057, 1.88901988783, 2.5, -1, 2.5, -1
3352229.38904, 5074565.32686, 184.850143995, 1.88498183723, 2.5, -1, 2.5, -1
3352229.36722, 5074565.35607, 184.850309272, 1.88096127023, 2.5, -1, 2.5, -1
3352229.34545, 5074565.38545, 184.850466856, 1.87696038074, 2.5, -1, 2.5, -1
3352229.32377, 5074565.41497, 184.85063471, 1.87296406903, 2.5, -1, 2.5, -1
3352229.30231, 5074565.44431, 184.850490404, 1.86902698031, 2.5, -1, 2.5, -1
3352229.28084, 5074565.47392, 184.85049192, 1.86511835372, 2.5, -1, 2.5, -1
3352229.25937, 5074565.50381, 184.850631324, 1.86123525997, 2.5, -1, 2.5, -1
3352229.238, 5074565.53371, 184.85062879, 1.85738690695, 2.5, -1, 2.5, -1
3352229.21675, 5074565.56364, 184.850499874, 1.85360451772, 2.5, -1, 2.5, -1
3352229.19541, 5074565.59395, 184.850647116, 1.84984569662, 2.5, -1, 2.5, -1
3352229.17423, 5074565.62415, 184.850497698, 1.84616961574, 2.5, -1, 2.5, -1
3352229.15302, 5074565.65461, 184.85049038, 1.84252490866, 2.5, -1, 2.5, -1
3352229.13179, 5074565.68532, 184.850607232, 1.83889974207, 2.5, -1, 2.5, -1
3352229.11065, 5074565.71606, 184.850618089, 1.83534694944, 2.5, -1, 2.5, -1
3352229.08955, 5074565.74693, 184.850608036, 1.83184929205, 2.5, -1, 2.5, -1
3352229.06849, 5074565.77794, 184.850588066, 1.82838764603, 2.5, -1, 2.5, -1
3352229.04747, 5074565.80909, 184.850556596, 1.82497406443, 2.5, -1, 2.5, -1
3352229.02656, 5074565.84027, 184.85038923, 1.82159241522, 2.5, -1, 2.5, -1
3352229.00557, 5074565.87181, 184.85047387, 1.81822932502, 2.5, -1, 2.5, -1
3352228.98467, 5074565.90339, 184.85039774, 1.81490165592, 2.5, -1, 2.5, -1
3352228.96388, 5074565.93498, 184.850201074, 1.81159838807, 2.5, -1, 2.5, -1
3352228.94302, 5074565.96693, 184.850261274, 1.80831483842, 2.5, -1, 2.5, -1
3352228.92224, 5074565.99889, 184.850195035, 1.80505765222, 2.5, -1, 2.5, -1
3352228.90149, 5074566.03097, 184.850170596, 1.80182565085, 2.5, -1, 2.5, -1
3352228.88075, 5074566.06317, 184.850140201, 1.79860260133, 2.5, -1, 2.5, -1
3352228.86009, 5074566.09536, 184.850014067, 1.79539640821, 2.5, -1, 2.5, -1
3352228.8394, 5074566.1278, 184.85001082, 1.79219263631, 2.5, -1, 2.5, -1
3352228.81867, 5074566.16046, 184.850142194, 1.7889938526, 2.5, -1, 2.5, -1
3352228.79801, 5074566.19312, 184.850165589, 1.78582520189, 2.5, -1, 2.5, -1
3352228.77743, 5074566.22579, 184.850041641, 1.7826582864, 2.5, -1, 2.5, -1
3352228.77743, 5074566.22579, 184.850041641, 1.7826582864, 2.5, -1, 2.5, -1
3352228.73615, 5074566.29182, 184.850211904, 1.77637085698, 2.5, -1, 2.5, -1
3352228.71557, 5074566.32494, 184.850228592, 1.77326005263, 2.5, -1, 2.5, -1
3352228.69502, 5074566.3582, 184.850256773, 1.77018060638, 2.5, -1, 2.5, -1
3352228.6745, 5074566.39157, 184.850289312, 1.76712164806, 2.5, -1, 2.5, -1
3352228.65402, 5074566.42507, 184.850304149, 1.76408110217, 2.5, -1, 2.5, -1
3352228.63357, 5074566.45869, 184.850317583, 1.76109058727, 2.5, -1, 2.5, -1
3352228.61316, 5074566.49245, 184.850331621, 1.75814149395, 2.5, -1, 2.5, -1
3352228.59285, 5074566.52623, 184.850198828, 1.75522011214, 2.5, -1, 2.5, -1
3352228.57249, 5074566.56035, 184.850316191, 1.7523105998, 2.5, -1, 2.5, -1
3352228.55227, 5074566.59438, 184.850178918, 1.74944891064, 2.5, -1, 2.5, -1
3352228.53206, 5074566.62865, 184.850156787, 1.74660096107, 2.5, -1, 2.5, -1
3352228.51184, 5074566.66316, 184.850265917, 1.74377914646, 2.5, -1, 2.5, -1
3352228.49178, 5074566.69758, 184.850139294, 1.74098980244, 2.5, -1, 2.5, -1
3352228.47165, 5074566.73235, 184.850266212, 1.73820633074, 2.5, -1, 2.5, -1
3352228.45162, 5074566.7671, 184.850295624, 1.73547448342, 2.5, -1, 2.5, -1
3352228.41168, 5074566.83697, 184.850356463, 1.73005729361, 2.5, -1, 2.5, -1
3352228.41168, 5074566.83697, 184.850356463, 1.73005729361, 2.5, -1, 2.5, -1
3352228.39181, 5074566.87195, 184.850276696, 1.72739469843, 2.5, -1, 2.5, -1
3352228.37186, 5074566.90727, 184.850466073, 1.72472953087, 2.5, -1, 2.5, -1
3352228.33219, 5074566.97804, 184.850607034, 1.71950474873, 2.5, -1, 2.5, -1
3352228.33219, 5074566.97804, 184.850607034, 1.71950474873, 2.5, -1, 2.5, -1
3352228.31241, 5074567.01361, 184.850663307, 1.71694038139, 2.5, -1, 2.5, -1
3352228.29272, 5074567.04917, 184.850568992, 1.71441836426, 2.5, -1, 2.5, -1
3352228.29272, 5074567.04917, 184.850568992, 1.71441836426, 2.5, -1, 2.5, -1
3352228.25327, 5074567.12098, 184.850722729, 1.70942306808, 2.5, -1, 2.5, -1
3352228.23363, 5074567.157, 184.8507571, 1.70698467712, 2.5, -1, 2.5, -1
3352228.21402, 5074567.19314, 184.850762329, 1.70458070661, 2.5, -1, 2.5, -1
3352228.1945, 5074567.22926, 184.850656454, 1.70221598666, 2.5, -1, 2.5, -1
3352228.1749, 5074567.26572, 184.850830916, 1.69986600769, 2.5, -1, 2.5, -1
3352228.1554, 5074567.30217, 184.850866384, 1.697555008, 2.5, -1, 2.5, -1
3352228.13597, 5074567.33861, 184.850805258, 1.69531622417, 2.5, -1, 2.5, -1
3352228.11646, 5074567.3754, 184.850982766, 1.69309976996, 2.5, -1, 2.5, -1
3352228.09703, 5074567.41218, 184.851041157, 1.69094529318, 2.5, -1, 2.5, -1
3352228.07761, 5074567.44908, 184.851090139, 1.68883007581, 2.5, -1, 2.5, -1
3352228.0582, 5074567.48609, 184.851117832, 1.6867719048, 2.5, -1, 2.5, -1
3352228.0388, 5074567.52322, 184.851136533, 1.6847523896, 2.5, -1, 2.5, -1
3352228.01943, 5074567.56047, 184.851141163, 1.68278284969, 2.5, -1, 2.5, -1
3352228.00011, 5074567.59771, 184.850989469, 1.68088733946, 2.5, -1, 2.5, -1
3352227.98071, 5074567.63528, 184.851110548, 1.67900176523, 2.5, -1, 2.5, -1
3352227.96137, 5074567.67285, 184.851097743, 1.67718947262, 2.5, -1, 2.5, -1
3352227.94207, 5074567.71053, 184.851092331, 1.67541999814, 2.5, -1, 2.5, -1
3352227.94207, 5074567.71053, 184.851092331, 1.67541999814, 2.5, -1, 2.5, -1
3352227.90349, 5074567.78619, 184.851100181, 1.6720578414, 2.5, -1, 2.5, -1
3352227.90349, 5074567.78619, 184.851100181, 1.6720578414, 2.5, -1, 2.5, -1
3352227.90349, 5074567.78619, 184.851100181, 1.6720578414, 2.5, -1, 2.5, -1
3352227.84568, 5074567.90046, 184.851187478, 1.66737636389, 2.5, -1, 2.5, -1
3352227.82641, 5074567.93872, 184.851223168, 1.66589992435, 2.5, -1, 2.5, -1
3352227.80718, 5074567.97695, 184.851117841, 1.66449746097, 2.5, -1, 2.5, -1
3352227.78788, 5074568.01538, 184.85112871, 1.66312722366, 2.5, -1, 2.5, -1
3352227.76856, 5074568.05389, 184.851128814, 1.66180098975, 2.5, -1, 2.5, -1
3352227.74923, 5074568.09248, 184.851116257, 1.66051631715, 2.5, -1, 2.5, -1
3352227.72989, 5074568.13116, 184.851090196, 1.65927238094, 2.5, -1, 2.5, -1
3352227.71047, 5074568.17004, 184.851169881, 1.6580586749, 2.5, -1, 2.5, -1
3352227.69111, 5074568.20889, 184.851071739, 1.65690133471, 2.5, -1, 2.5, -1
3352227.6717, 5074568.24793, 184.851067164, 1.65578137768, 2.5, -1, 2.5, -1
3352227.65223, 5074568.28714, 184.851104123, 1.65470995882, 2.5, -1, 2.5, -1
3352227.65223, 5074568.28714, 184.851104123, 1.65470995882, 2.5, -1, 2.5, -1
3352227.61329, 5074568.36581, 184.851106204, 1.65265507639, 2.5, -1, 2.5, -1
3352227.61329, 5074568.36581, 184.851106204, 1.65265507639, 2.5, -1, 2.5, -1
3352227.59379, 5074568.40529, 184.851112477, 1.65167585901, 2.5, -1, 2.5, -1
3352227.55469, 5074568.48454, 184.85114011, 1.64980399711, 2.5, -1, 2.5, -1
3352227.55469, 5074568.48454, 184.85114011, 1.64980399711, 2.5, -1, 2.5, -1
3352227.5155, 5074568.56407, 184.851117827, 1.64810882721, 2.5, -1, 2.5, -1
3352227.49584, 5074568.60396, 184.851120901, 1.64732184355, 2.5, -1, 2.5, -1
3352227.49584, 5074568.60396, 184.851120901, 1.64732184355, 2.5, -1, 2.5, -1
3352227.45642, 5074568.68397, 184.851155858, 1.64584515645, 2.5, -1, 2.5, -1
3352227.45642, 5074568.68397, 184.851155858, 1.64584515645, 2.5, -1, 2.5, -1
3352227.41685, 5074568.76432, 184.851262435, 1.64454867443, 2.5, -1, 2.5, -1
3352227.39702, 5074568.80458, 184.851304054, 1.64399239587, 2.5, -1, 2.5, -1
