40.0, 0.0, 0.0190087191964
40.0, 0.2, 0.273037042739
40.0, 0.4, 0.427388731557
40.0, 0.6, 0.549792010828
40.0, 0.8, 0.525941667282
40.0, 1.0, 0.508543627365
40.0, 1.2, 0.540614068157
40.0, 1.4, 0.612306559
40.0, 1.6, 0.568659352585
40.0, 1.8, 0.483699761571
40.0, 2.0, 0.506761302587
40.0, 2.2, 0.549173945711
40.0, 2.4, 0.579611166993
40.0, 2.6, 0.530849056479
40.0, 2.8, 0.584116738649
40.0, 3.0, 0.499230855952
40.0, 3.2, 0.520879822125
40.0, 3.4, 0.539058016806
40.0, 3.6, 0.447028398462
40.0, 3.8, 0.507771621259
40.0, 4.0, 0.417951457843
40.0, 4.2, 0.393304909529
40.0, 4.4, 0.375400666036
40.0, 4.6, 0.347146147729
40.0, 4.8, 0.369141166219
40.0, 5.0, 0.499932415744
-20.0, 0.0, -0.300471881954
-20.0, 0.2, -0.487951520566
-20.0, 0.4, -0.544879978783
-20.0, 0.6, -0.573095480615
-20.0, 0.8, -0.545884076657
-20.0, 1.0, -0.575780024463
-20.0, 1.2, -0.656034058776
-20.0, 1.4, -0.62696576858
-20.0, 1.6, -0.58463621194
-20.0, 1.8, -0.586325234664
-20.0, 2.0, -0.656077057004
-20.0, 2.2, -0.647970101414
-20.0, 2.4, -0.630997151915
-20.0, 2.6, -0.628855316671
-20.0, 2.8, -0.723967353679
-20.0, 3.0, -0.59207200732
-20.0, 3.2, -0.735909786233
-20.0, 3.4, -0.615929122797
-20.0, 3.6, -0.669567281248
-20.0, 3.8, -0.623265803451
-20.0, 4.0, -0.6841184432
-20.0, 4.2, -0.840931688362
-20.0, 4.4, -0.832444278387
-20.0, 4.6, -0.779387970083
-20.0, 4.8, -0.573017594766
-20.0, 5.0, 0.456959792656
40.0, 0.0, 0.000923243082661
40.0, 0.2, 0.328079072201
40.0, 0.4, 0.485459495939
40.0, 0.6, 0.557623238244
40.0, 0.8, 0.574949795905
40.0, 1.0, 0.580549453619
40.0, 1.2, 0.565098371285
40.0, 1.4, 0.614452725842
40.0, 1.6, 0.561265875963
40.0, 1.8, 0.554232509105
40.0, 2.0, 0.612325809334
-40.0, 0.0, -0.272789785749
-40.0, 0.2, -0.66240047309
-40.0, 0.4, -0.737664041803
-40.0, 0.6, -0.815780961398
-40.0, 0.8, -0.806589960933
-40.0, 1.0, -0.917607359675
-40.0, 1.2, -0.895246612108
-40.0, 1.4, -0.8948988463
-40.0, 1.6, -0.571808826485
-40.0, 1.8, -0.514751469182
-40.0, 2.0, 0.531662069615
40.0, 0.0, 0.0258574392219
40.0, 0.2, 0.288808429923
40.0, 0.4, 0.475724851049
40.0, 0.6, 0.497344656409
40.0, 0.8, 0.520610078657
40.0, 1.0, 0.583479833013
40.0, 1.2, 0.532215856159
40.0, 1.4, 0.571064613728
40.0, 1.6, 0.562755231905
40.0, 1.8, 0.545034445684
-60.0, 0.0, 0.13688703536
-60.0, 0.2, -1.97912408624
-60.0, 0.4, -1.79771683235
-60.0, 0.6, -1.7805239933
-60.0, 0.8, -1.79253732448
-60.0, 1.0, -1.72646898149
-60.0, 1.2, -1.61712780651
-60.0, 1.4, -1.58483877069
-60.0, 1.6, -0.962704969891
-60.0, 1.8, -0.689061864124
-60.0, 2.0, 0.647441455136
45.0, 0.0, -0.0612974829871
45.0, 0.2, -0.0241613712943
45.0, 0.4, 0.628803700042
45.0, 0.6, 0.765815480464
45.0, 0.8, 0.877787957034
45.0, 1.0, 0.934830482996
45.0, 1.2, 0.979134563864
45.0, 1.4, 0.994810849897
45.0, 1.6, 1.02184904337
45.0, 1.8, 0.960466385097
45.0, 2.0, 1.02929728838
-60.0, 0.0, 0.205592618029
