time,io,ctlmode,ctlbrake,ctlthrottle,ctlgear_location,vehicle_speed,engine_rpm,driving_mode,throttle_percentage,brake_percentage,gear_location, imu
1551909183.8781,0,1,0.0,0.0,0,0.0,nan,1,0.0,0.600000023842,1,0.0118517664655
1551909183.8879,0,1,0.0,0.0,0,0.0,nan,1,0.0,0.600000023842,1,0.00454223324685
1551909183.8973,0,1,0.0,0.0,0,0.0,nan,1,0.0,0.600000023842,1,-0.0125739963016
1551909183.9076,0,1,0.0,0.0,0,0.0,nan,0,0.0,0.600000023842,1,-0.0119524609045
1551909183.9179,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.1399993896,1,0.000904934392119
1551909183.9272,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.1399993896,1,0.00916976582007
1551909183.9376,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.1399993896,1,-0.0223572796769
1551909183.9479,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.1510009766,1,-0.0412905649258
1551909183.9574,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.1510009766,1,-0.0412905649258
1551909183.9678,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.1510009766,1,-0.0291023637975
1551909183.9772,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.1510009766,1,0.0174089078939
1551909183.9876,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.1609992981,1,-0.00646779540741
1551909183.9979,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.1609992981,1,-0.0122961747224
1551909184.0074,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.1609992981,1,-0.0181278895971
1551909184.0177,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.1739997864,1,-0.0168936514205
1551909184.0279,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.1739997864,1,-0.0309394232409
1551909184.0372,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.1739997864,1,-0.0196270209199
1551909184.0476,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.1819992065,1,-0.0557322641125
1551909184.0579,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.1819992065,1,-0.0101678715483
1551909184.0672,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.1819992065,1,-0.0230348000001
1551909184.0775,0,1,0,0,1,0.0,nan,0,0.0,57.1819992065,1,-0.0347929229591
1551909184.0829,1,1,0,45.0,1,0.0,nan,0,0.0,57.1819992065,1,-0.0347929229591
1551909184.0878,0,1,0,45.0,1,0.0,nan,0,0.0,57.1899986267,1,-0.0347929229591
1551909184.0930,1,1,0,45.0,1,0.0,nan,0,0.0,57.1899986267,1,-0.0347929229591
1551909184.0971,0,1,0,45.0,1,0.0,nan,0,0.0,57.1899986267,1,-0.0338242419851
1551909184.1030,1,1,0,45.0,1,0.0,nan,0,0.0,57.1899986267,1,-0.0338242419851
