time,io,ctlmode,ctlbrake,ctlthrottle,ctlgear_location,vehicle_speed,engine_rpm,driving_mode,throttle_percentage,brake_percentage,gear_location, imu
1551909886.0143,0,1,0.0,0.0,0,0.0,nan,1,0.0,0.600000023842,1,0.000920835471503
1551909886.0239,0,1,0.0,0.0,0,0.0,nan,1,0.0,0.600000023842,1,0.00821713285432
1551909886.0342,0,1,0.0,0.0,0,0.0,nan,1,0.0,0.600000023842,1,0.00485617334088
1551909886.0437,0,1,0.0,0.0,0,0.0,nan,1,0.0,0.600000023842,1,0.00485617334088
1551909886.0540,0,1,0.0,0.0,0,0.0,nan,1,0.0,0.600000023842,1,0.00302130403467
1551909886.0644,0,1,0.0,0.0,0,0.0,nan,1,0.0,0.600000023842,1,-0.0031078227862
1551909886.0737,0,1,0.0,0.0,0,0.0,nan,1,0.0,0.600000023842,1,-0.00556512111596
1551909886.0841,0,1,0.0,0.0,0,0.0,nan,1,0.0,0.600000023842,1,0.00175249756458
1551909886.0944,0,1,0.0,0.0,0,0.0,nan,1,0.0,0.600000023842,1,0.0127504998948
1551909886.1040,0,1,0.0,0.0,0,0.0,nan,1,0.0,0.600000023842,1,0.00603474570512
1551909886.1145,0,1,0.0,0.0,0,0.0,nan,1,0.0,0.600000023842,1,-0.00619290574183
1551909886.1239,0,1,0.0,0.0,0,0.0,nan,1,0.0,0.600000023842,1,-0.0132126323496
1551909886.1342,0,1,0.0,0.0,0,0.0,nan,1,0.0,0.600000023842,1,-0.00805865251219
1551909886.1438,0,1,0.0,0.0,0,0.0,nan,1,0.0,0.600000023842,1,-0.00805865251219
1551909886.1542,0,1,0.0,0.0,0,0.0,nan,1,0.0,0.600000023842,1,0.0114517141803
1551909886.1636,0,1,0.0,0.0,0,0.0,nan,1,0.0,0.600000023842,1,0.0251863540427
1551909886.1739,0,1,0.0,0.0,0,0.0,nan,1,0.0,0.600000023842,1,-0.000153126973761
1551909886.1842,0,1,0.0,0.0,0,0.0,nan,1,0.0,0.600000023842,1,0.00411431112374
1551909886.1937,0,1,0.0,0.0,0,0.0,nan,1,0.0,0.600000023842,1,0.00135708521534
1551909886.2040,0,1,0.0,0.0,0,0.0,nan,1,0.0,0.600000023842,1,0.0105207840856
1551909886.2144,0,1,0,0,1,0.0,nan,1,0.0,0.600000023842,1,-0.00142008657626
1551909886.2169,1,1,0,40.0,1,0.0,nan,1,0.0,0.600000023842,1,0.00743251927513
1551909886.2240,0,1,0,40.0,1,0.0,nan,1,0.0,0.600000023842,1,0.00743251927513
1551909886.2269,1,1,0,40.0,1,0.0,nan,1,0.0,0.600000023842,1,-0.024620529774
1551909886.2369,1,1,0,40.0,1,0.0,nan,1,0.0,0.600000023842,1,0.0181217640266
1551909886.2388,0,1,0,40.0,1,0.0,nan,1,0.0,0.600000023842,1,0.0181217640266
1551909886.2442,0,1,0,40.0,1,0.0,nan,1,0.0,0.600000023842,1,0.0181217640266
1551909886.2469,1,1,0,40.0,1,0.0,nan,1,0.0,0.600000023842,1,0.0168689660139
1551909886.2545,0,1,0,40.0,1,0.0,nan,1,0.0,0.600000023842,1,0.0168689660139
1551909886.2569,1,1,0,40.0,1,0.0,nan,1,0.0,0.600000023842,1,0.0129162876981
1551909886.2639,0,1,0,40.0,1,0.0,nan,1,0.0,0.600000023842,1,0.0129162876981
1551909886.2669,1,1,0,40.0,1,0.0,nan,1,0.0,0.600000023842,1,0.00102476860217
1551909886.2741,0,1,0,40.0,1,0.0,nan,1,0.0,0.600000023842,1,0.00102476860217
1551909886.2769,1,1,0,40.0,1,0.0,nan,1,0.0,0.600000023842,1,0.00469967903219
1551909886.2845,0,1,0,40.0,1,0.0,nan,1,0.0,0.600000023842,1,0.00469967903219
