time,io,ctlmode,ctlbrake,ctlthrottle,ctlgear_location,vehicle_speed,engine_rpm,driving_mode,throttle_percentage,brake_percentage,gear_location, imu
1551909346.3178,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.2400016785,1,-0.00663891249175
1551909346.3272,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.2400016785,1,-0.000189947734963
1551909346.3379,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.2400016785,1,0.0178328011258
1551909346.3474,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.2400016785,1,-0.000167810531738
1551909346.3578,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.2400016785,1,-0.00660155252149
1551909346.3670,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.2400016785,1,-0.00479298582004
1551909346.3774,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.2400016785,1,0.0181483120515
1551909346.3877,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.2400016785,1,0.0156939654594
1551909346.3981,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.2400016785,1,-0.00843969033081
1551909346.4076,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.2400016785,1,0.0254997589681
1551909346.4181,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.2400016785,1,0.0154186992321
1551909346.4273,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.2400016785,1,0.0178706993139
1551909346.4378,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.2400016785,1,0.0233734722948
1551909346.4471,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.2400016785,1,0.0117761676523
1551909346.4576,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.2400016785,1,0.00718779955778
1551909346.4671,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.2400016785,1,0.00442251328524
1551909346.4776,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.2400016785,1,-0.00659504222022
1551909346.4881,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.2400016785,1,-0.00236200992698
1551909346.4974,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.2400016785,1,0.0382583532392
1551909346.5077,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.2400016785,1,-0.00271231587813
1551909346.5172,0,1,0,0,1,0.0,nan,0,0.0,57.2400016785,1,0.00152331123671
1551909346.5223,1,1,0,50.0,1,0.0,nan,0,0.0,57.2400016785,1,0.00152331123671
1551909346.5277,0,1,0,50.0,1,0.0,nan,0,0.0,57.2400016785,1,0.0284110616034
1551909346.5323,1,1,0,50.0,1,0.0,nan,0,0.0,57.2400016785,1,0.0284110616034
