time,io,ctlmode,ctlbrake,ctlthrottle,ctlgear_location,vehicle_speed,engine_rpm,driving_mode,throttle_percentage,brake_percentage,gear_location, imu
1551909514.5679,0,1,0.0,0.0,0,0.0,nan,1,0.0,0.699000000954,1,-0.0171365819844
1551909514.5772,0,1,0.0,0.0,0,0.0,nan,1,0.0,0.699000000954,1,-0.00154772043188
1551909514.5876,0,1,0.0,0.0,0,0.0,nan,0,0.0,0.699000000954,1,-0.00154772043188
1551909514.5979,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.1230010986,1,0.000268520593732
1551909514.6074,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.1230010986,1,-0.0198909394523
1551909514.6179,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.1259994507,1,0.00911634718129
1551909514.6272,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.1259994507,1,0.00575253903194
1551909514.6377,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.1259994507,1,-0.00248149440576
1551909514.6480,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.1430015564,1,-0.00974281722102
1551909514.6575,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.1430015564,1,-0.00974281722102
1551909514.6679,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.1430015564,1,-0.0237732622952
1551909514.6773,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.1430015564,1,0.0228276329054
1551909514.6876,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.1590003967,1,0.064996541731
1551909514.6978,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.1590003967,1,0.129340774296
1551909514.7072,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.1590003967,1,0.129340774296
1551909514.7174,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.1780014038,1,0.242231908202
1551909514.7277,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.1780014038,1,0.224432861938
1551909514.7381,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.1780014038,1,0.19277083111
1551909514.7473,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.188999176,1,0.19277083111
1551909514.7577,0,1,0.0,0.0,0,0.0,nan,0,0.0,57.188999176,1,0.212881192747
1551909514.7680,0,1,0,0,1,0.0,nan,0,0.0,57.188999176,1,0.249784963461
1551909514.7772,1,1,0,50.0,1,0.0,nan,0,0.0,57.188999176,1,0.234880976232
1551909514.7773,0,1,0,50.0,1,0.0,nan,0,0.0,57.188999176,1,0.234880976232
1551909514.7873,1,1,0,50.0,1,0.0,nan,0,0.0,57.188999176,1,0.176291318053
1551909514.7875,0,1,0,50.0,1,0.0,nan,0,0.0,57.2000007629,1,0.176291318053
1551909514.7973,1,1,0,50.0,1,0.0,nan,0,0.0,57.2000007629,1,0.175655337703
1551909514.7978,0,1,0,50.0,1,0.0,nan,0,0.0,57.2000007629,1,0.175655337703
1551909514.8072,0,1,0,50.0,1,0.0,nan,0,0.0,57.2000007629,1,0.175655337703
1551909514.8074,1,1,0,50.0,1,0.0,nan,0,0.0,57.2000007629,1,0.175655337703
1551909514.8173,1,1,0,50.0,1,0.0,nan,0,0.0,57.2000007629,1,0.161425626193
1551909514.8176,0,1,0,50.0,1,0.0,nan,1,0.5,0.0,1,0.161425626193
1551909514.8270,0,1,0,50.0,1,0.0,nan,1,0.5,0.0,1,0.150796968498
1551909514.8274,1,1,0,50.0,1,0.0,nan,1,0.5,0.0,1,0.150796968498
1551909514.8373,1,1,0,50.0,1,0.0,nan,1,0.5,0.0,1,0.150796968498
1551909514.8374,0,1,0,50.0,1,0.0,nan,1,0.5,0.0,1,0.150796968498
1551909514.8473,1,1,0,50.0,1,0.0,nan,1,0.5,0.0,1,0.185669728525
